trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
817,False,"{'a': 0.02, 'e': 0.8068259031699938}",30,0,-64.86055226156672,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
818,False,"{'a': 0.02, 'e': 0.7948495456641765}",20,0,-52.27774854142111,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
819,False,"{'a': 0.02, 'e': 0.7825552589379462}",25,8,-12.785984899965776,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
820,False,"{'a': 0.02, 'e': 0.7699479605420717}",25,11,-10.358754652960743,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
821,False,"{'a': 0.02, 'e': 0.7570326932278141}",25,0,-15.026930722427469,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
822,False,"{'a': 0.02, 'e': 0.7438146229299022}",25,5,-32.29266200339561,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
823,False,"{'a': 0.02, 'e': 0.7302990367002146}",25,7,-12.154768994618502,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
824,False,"{'a': 0.02, 'e': 0.7164913405930374}",20,2,-47.304956555250385,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
825,False,"{'a': 0.02, 'e': 0.7023970575027135}",30,0,-119.91272892357111,"{0: 14, 1: 5, 2: 10, 3: 1, 4: 0}",0
826,False,"{'a': 0.02, 'e': 0.6880218249545579}",25,0,-145.76821597702343,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
827,False,"{'a': 0.02, 'e': 0.6733713928499224}",20,9,5.252611367915026,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.02, 'e': 0.6584516211663125}",25,0,-67.76918833656654,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
829,False,"{'a': 0.02, 'e': 0.6432684776134713}",20,11,-22.98635486779013,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
830,False,"{'a': 0.02, 'e': 0.627828035246386}",30,5,-103.84052658056737,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",1
831,False,"{'a': 0.02, 'e': 0.612136470036131}",20,11,-8.32534760914361,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
832,False,"{'a': 0.02, 'e': 0.5962000583995724}",30,0,-63.421883089322925,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
833,False,"{'a': 0.02, 'e': 0.580025174688882}",20,0,-32.51938852953734,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
834,False,"{'a': 0.02, 'e': 0.563618288641882}",20,11,8.303936766749253,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.02, 'e': 0.5469859627942356}",20,11,-0.7953593758133075,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.02, 'e': 0.5301348498545204}",20,10,-17.98120225604709,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
837,False,"{'a': 0.02, 'e': 0.5130716900432308}",20,0,23.785388293178237,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
838,False,"{'a': 0.02, 'e': 0.49580330839679165}",20,12,12.807237540570434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.02, 'e': 0.4783366120376164}",20,12,12.035371168474088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.02, 'e': 0.46067858741136253}",30,1,-24.151634709131656,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
841,False,"{'a': 0.02, 'e': 0.4428362974924434}",20,6,-6.011085952632596,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
842,False,"{'a': 0.02, 'e': 0.42481687895893255}",25,1,23.307456045668832,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.02, 'e': 0.4066275393379876}",20,1,3.3499333194923726,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
844,False,"{'a': 0.02, 'e': 0.3882755541229358}",25,17,14.48333724870649,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.02, 'e': 0.36976826386317313}",25,15,14.475147672918801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.02, 'e': 0.35111307122803964}",20,13,2.001128451785195,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.02, 'e': 0.3323174380458635}",25,15,2.6631312077582168,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
848,False,"{'a': 0.02, 'e': 0.31338888231930906}",20,8,-15.728041366115855,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
849,False,"{'a': 0.02, 'e': 0.29433497521828966}",25,18,1.6125777331182656,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.02, 'e': 0.27516333805159693}",25,14,-12.920680173267337,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
851,False,"{'a': 0.02, 'e': 0.2558816392184792}",20,8,21.10183226328939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.02, 'e': 0.2364975911413837}",25,14,19.17043860259581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.02, 'e': 0.21701894718109088}",25,18,13.804446706486347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.02, 'e': 0.1974534985354695}",30,16,9.824731392606013,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.02, 'e': 0.17780907112311564}",30,15,14.986839820520483,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.02, 'e': 0.15809352245306854}",35,17,31.027915196474403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.02, 'e': 0.13831473848192571}",25,18,11.737165239196319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.02, 'e': 0.11848063045956207}",30,19,12.422338336753219,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.02, 'e': 0.09859913176473528}",20,8,20.857345067052936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.02, 'e': 0.07867819473184015}",20,16,6.986534298529014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.02, 'e': 0.0587257874700809}",20,11,17.825464953898422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.02, 'e': 0.03874989067633012}",20,10,16.549412443350988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.02, 'e': 0.01875849444297068}",25,12,28.44778516494877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.02, 'e': 0.0012404049380560203}",35,22,28.5893099679575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.02, 'e': 0.021238808173646012}",20,16,6.230154025325028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.02, 'e': 0.04122871616914688}",20,3,29.826659311231076,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.02, 'e': 0.06120213322788898}",20,9,14.80601674819688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.02, 'e': 0.08115107024935748}",20,13,13.693021913347206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.02, 'e': 0.10106754792472608}",20,9,15.36982274440394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.02, 'e': 0.12094359992847767}",20,12,17.45973797867252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.02, 'e': 0.14077127610481416}",20,9,20.418382513459697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.02, 'e': 0.16054264564763404}",20,0,20.743546599184977,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
873,False,"{'a': 0.02, 'e': 0.18024980027273496}",25,9,11.923434103894271,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.02, 'e': 0.19988485738102538}",30,13,5.068809869043438,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.02, 'e': 0.2194399632114593}",25,16,11.465803556005767,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.02, 'e': 0.23890729598243585}",30,13,32.66609632499319,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.02, 'e': 0.25827906902040754}",20,7,-0.2831156481610779,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
878,False,"{'a': 0.02, 'e': 0.27754753387444603}",25,0,-5.737093666749301,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
879,False,"{'a': 0.02, 'e': 0.29670498341552265}",20,11,16.448730582592173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.02, 'e': 0.31574375491924334}",25,13,10.349279801109283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.02, 'e': 0.3346562331308569}",30,16,-8.98608216575808,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
882,False,"{'a': 0.02, 'e': 0.35343485331124175}",25,13,2.9611319348501253,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.02, 'e': 0.37207210426270404}",20,0,-0.2545550337608835,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
884,False,"{'a': 0.02, 'e': 0.39056053133335644}",25,12,-8.876751351659943,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
885,False,"{'a': 0.02, 'e': 0.4088927393988798}",30,20,3.506941841987337,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.02, 'e': 0.4270613958204742}",25,0,-37.293508990888526,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
887,False,"{'a': 0.02, 'e': 0.44505923337781955}",30,20,-34.62963210815727,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
888,False,"{'a': 0.02, 'e': 0.4628790531758546}",20,8,4.608134408250809,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.02, 'e': 0.48051372752425775}",20,9,-3.005541369475263,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.02, 'e': 0.49795620278841546}",25,0,-15.842041358545655,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
891,False,"{'a': 0.02, 'e': 0.5151995022107853}",20,13,-16.427617701706453,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
892,False,"{'a': 0.02, 'e': 0.532236728701506}",20,7,17.69215161882441,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.02, 'e': 0.5490610675971411}",30,4,-57.31151642525048,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
894,False,"{'a': 0.02, 'e': 0.5656657893864541}",20,0,-39.367542422750546,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
895,False,"{'a': 0.02, 'e': 0.5820442524021253}",20,2,-34.229371025069135,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 0}",1
896,False,"{'a': 0.02, 'e': 0.5981899054773193}",25,11,-28.490272269494536,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
897,False,"{'a': 0.02, 'e': 0.6140962905660814}",30,9,-23.31756832493985,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
898,False,"{'a': 0.02, 'e': 0.6297570453264586}",20,0,0.3589752027431494,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
899,False,"{'a': 0.02, 'e': 0.6451659056653537}",30,4,8.43660931715427,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
900,False,"{'a': 0.02, 'e': 0.6603167082440802}",20,0,-62.49200754937642,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
901,False,"{'a': 0.02, 'e': 0.6752033929436143}",20,3,3.8397541061937392,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
902,False,"{'a': 0.02, 'e': 0.6898200052885629}",20,0,-14.189759763674589,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
903,False,"{'a': 0.02, 'e': 0.7041606988288736}",20,0,-59.720837193074146,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
904,False,"{'a': 0.02, 'e': 0.7182197374783393}",20,0,-73.9484264802248,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
905,False,"{'a': 0.02, 'e': 0.7319914978089467}",20,12,-9.244857648886832,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
906,False,"{'a': 0.02, 'e': 0.745470471300187}",20,0,-48.43779936107341,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
907,False,"{'a': 0.02, 'e': 0.758651266542381}",20,0,-26.23837917434995,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
908,False,"{'a': 0.02, 'e': 0.7715286113931734}",25,3,-67.24534242648609,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 0}",1
909,False,"{'a': 0.02, 'e': 0.7840973550863195}",20,0,-60.22243932445243,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
910,False,"{'a': 0.02, 'e': 0.7963524702919231}",20,16,6.434550819415949,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.02, 'e': 0.8082890551273014}",20,8,-54.702751432110176,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
912,False,"{'a': 0.02, 'e': 0.8199023351176745}",20,0,-14.843316300266407,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
913,False,"{'a': 0.02, 'e': 0.8311876651058838}",25,11,-31.662546656390454,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
914,False,"{'a': 0.02, 'e': 0.8421405311104052}",25,0,-88.43007959300147,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
915,False,"{'a': 0.02, 'e': 0.8527565521308732}",25,0,-54.49699510053254,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
916,False,"{'a': 0.02, 'e': 0.8630314819004246}",30,0,-25.25419769363999,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
917,False,"{'a': 0.02, 'e': 0.8729612105841488}",25,18,9.95186409778796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.02, 'e': 0.882541766422967}",25,0,-70.92380952842177,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
919,False,"{'a': 0.02, 'e': 0.8917693173222826}",20,0,-33.396270151903096,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
920,False,"{'a': 0.02, 'e': 0.90064017238477}",30,0,-72.54170909110881,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
921,False,"{'a': 0.02, 'e': 0.9091507833866773}",25,8,-54.60679382271932,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
922,False,"{'a': 0.02, 'e': 0.9172977461970789}",25,0,-59.95599445742591,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
923,False,"{'a': 0.02, 'e': 0.9250778021394752}",25,0,-52.58532932906256,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",1
924,False,"{'a': 0.02, 'e': 0.9324878392952219}",20,0,-34.19198118156441,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
925,False,"{'a': 0.02, 'e': 0.939524893748256}",20,0,-2.345437379189149,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
926,False,"{'a': 0.02, 'e': 0.9461861507706223}",20,0,-48.79092934858349,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
927,False,"{'a': 0.02, 'e': 0.9524689459483275}",30,0,-47.05667176282351,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
928,False,"{'a': 0.02, 'e': 0.9583707662470701}",20,0,-42.590766719490375,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
929,False,"{'a': 0.02, 'e': 0.9638892510174213}",20,0,-30.96312646546256,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
930,False,"{'a': 0.02, 'e': 0.9690221929390499}",25,0,-42.415028836400595,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
931,False,"{'a': 0.02, 'e': 0.9737675389036264}",20,0,-81.61530477493322,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
932,False,"{'a': 0.02, 'e': 0.9781233908360356}",20,4,-37.86557823764899,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
933,False,"{'a': 0.02, 'e': 0.9820880064535819}",20,0,-42.78332589322751,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
934,False,"{'a': 0.02, 'e': 0.9856597999628787}",30,12,-92.65217755309929,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 0}",1
935,False,"{'a': 0.02, 'e': 0.9888373426941459}",20,0,-70.01467102757111,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
936,False,"{'a': 0.02, 'e': 0.9916193636726576}",20,0,-19.882297750738676,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.02, 'e': 0.9940047501271158}",35,0,-100.89809447372863,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
938,False,"{'a': 0.02, 'e': 0.9959925479347427}",20,9,-19.615509057925976,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
939,False,"{'a': 0.02, 'e': 0.9975819620029193}",25,0,-80.09370886465844,"{0: 15, 1: 0, 2: 10, 3: 0, 4: 0}",0
940,False,"{'a': 0.02, 'e': 0.9987723565872102}",30,0,-216.12180459331205,"{0: 12, 1: 2, 2: 14, 3: 0, 4: 2}",0
941,False,"{'a': 0.02, 'e': 0.9995632555456535}",20,0,-54.825987666507594,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
942,False,"{'a': 0.02, 'e': 0.9999543425292109}",20,0,-64.05578246381657,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
943,False,"{'a': 0.02, 'e': 0.9999454611083034}",30,0,-105.91314846313674,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
944,False,"{'a': 0.02, 'e': 0.999536614835381}",20,0,-165.34453464001336,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
945,False,"{'a': 0.02, 'e': 0.9987279672435014}",20,2,-86.29454224844895,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
946,False,"{'a': 0.02, 'e': 0.99751984178092}",20,0,-43.453587354023036,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
947,False,"{'a': 0.02, 'e': 0.9959127216817134}",25,0,-108.76781453373958,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
948,False,"{'a': 0.02, 'e': 0.9939072497724933}",20,0,-56.643172153445484,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
949,False,"{'a': 0.02, 'e': 0.9915042282152843}",25,0,-91.40225082821922,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
950,False,"{'a': 0.02, 'e': 0.9887046181866692}",20,0,-68.17909700445773,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
951,False,"{'a': 0.02, 'e': 0.9855095394933321}",25,0,-39.45927428471185,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
952,False,"{'a': 0.02, 'e': 0.9819202701241495}",20,0,-17.202859068686337,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
953,False,"{'a': 0.02, 'e': 0.977938245739013}",20,0,-62.0157562504688,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
954,False,"{'a': 0.02, 'e': 0.9735650590945829}",20,11,-17.13279879011941,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
955,False,"{'a': 0.02, 'e': 0.9688024594072101}",20,0,-86.59080964731379,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
956,False,"{'a': 0.02, 'e': 0.9636523516532683}",20,0,-20.001001973062785,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
957,False,"{'a': 0.02, 'e': 0.958116795807192}",35,0,-143.47373957959826,"{0: 20, 1: 2, 2: 12, 3: 0, 4: 1}",0
958,False,"{'a': 0.02, 'e': 0.952198006017513}",30,0,-74.63463512363394,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
959,False,"{'a': 0.02, 'e': 0.9458983497212312}",25,0,-124.93162392162658,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
960,False,"{'a': 0.02, 'e': 0.9392203466968708}",25,0,-45.66681943133605,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
961,False,"{'a': 0.02, 'e': 0.9321666680566026}",30,0,-74.90414069342398,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
962,False,"{'a': 0.02, 'e': 0.9247401351778336}",20,0,-106.2439834068383,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
963,False,"{'a': 0.02, 'e': 0.9169437185746989}",25,0,-93.1911183558795,"{0: 12, 1: 4, 2: 9, 3: 0, 4: 0}",0
964,False,"{'a': 0.02, 'e': 0.9087805367098876}",20,0,-51.746324767148614,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
965,False,"{'a': 0.02, 'e': 0.9002538547473045}",25,0,-122.04102830235226,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
966,False,"{'a': 0.02, 'e': 0.8913670832460473}",30,15,-13.408689385295272,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
967,False,"{'a': 0.02, 'e': 0.8821237767962276}",30,0,-104.45488494327549,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
968,False,"{'a': 0.02, 'e': 0.8725276325971829}",20,0,-48.27379740760985,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
969,False,"{'a': 0.02, 'e': 0.8625824889786461}",20,0,-47.62331716225816,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
970,False,"{'a': 0.02, 'e': 0.8522923238654625}",25,0,-133.53365984061705,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
971,False,"{'a': 0.02, 'e': 0.8416612531864807}",25,0,-47.600551730464815,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
972,False,"{'a': 0.02, 'e': 0.8306935292282246}",20,14,9.597386526427574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.02, 'e': 0.8193935389340433}",30,0,-73.44142229223122,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
974,False,"{'a': 0.02, 'e': 0.80776580214939}",35,1,-69.01484522170816,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 0}",1
975,False,"{'a': 0.02, 'e': 0.7958149698139441}",20,0,-13.044361802105847,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
976,False,"{'a': 0.02, 'e': 0.7835458221012972}",20,15,9.092624653670947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.02, 'e': 0.7709632665069484}",25,0,-7.404861495991195,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
978,False,"{'a': 0.02, 'e': 0.7580723358853697}",20,0,-40.75290405939054,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
979,False,"{'a': 0.02, 'e': 0.744878186436931}",25,0,-48.15214332619924,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
980,False,"{'a': 0.02, 'e': 0.7313860956454967}",25,0,-28.856194602419084,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
981,False,"{'a': 0.02, 'e': 0.7176014601674887}",20,0,-52.96980171411714,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
982,False,"{'a': 0.02, 'e': 0.7035297936733056}",20,0,-55.159230017791046,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
983,False,"{'a': 0.02, 'e': 0.6891767246419254}",25,9,13.105905750126706,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
984,False,"{'a': 0.02, 'e': 0.6745479941095889}",20,13,1.7926296569733071,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.02, 'e': 0.6596494533734619}",20,0,-27.589864981756836,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
986,False,"{'a': 0.02, 'e': 0.6444870616511944}",25,10,-20.5360606280421,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
987,False,"{'a': 0.02, 'e': 0.6290668836973098}",20,0,-48.04375031819342,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
988,False,"{'a': 0.02, 'e': 0.6133950873773957}",25,11,-9.248723083270804,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
989,False,"{'a': 0.02, 'e': 0.5974779412010227}",25,0,-23.414706851730294,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
990,False,"{'a': 0.02, 'e': 0.5813218118144357}",20,16,8.455178229193999,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.02, 'e': 0.5649331614539771}",25,5,-41.83832861374182,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
992,False,"{'a': 0.02, 'e': 0.5483185453612786}",20,0,12.455407539898271,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
993,False,"{'a': 0.02, 'e': 0.531484609161252}",20,12,-9.905282849285907,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.02, 'e': 0.5144380862039278}",25,3,-29.940873822059405,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
995,False,"{'a': 0.02, 'e': 0.4971857948712022}",25,0,-34.08517542733908,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
996,False,"{'a': 0.02, 'e': 0.47973463584958664}",30,0,-16.029417208021364,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
997,False,"{'a': 0.02, 'e': 0.4620915893700077}",20,8,2.072480330408518,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.02, 'e': 0.4442637124158199}",30,21,-3.904860681649475,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.02, 'e': 0.426258135900103}",20,0,3.8793300517591787,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1000,False,"{'a': 0.02, 'e': 0.408082061813392}",25,18,4.403109415672421,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
